源编码,目标实体,关系类型
5-04-03-03,渔具,TARGETS_OBJECT
5-04-03-03,织网机,TARGETS_OBJECT
5-04-99,生产,INVOLVES_ACTION
5-04-99,渔业,TARGETS_OBJECT
5-05-01,技术指导,INVOLVES_ACTION
5-05-01,农林牧渔业生产,TARGETS_OBJECT
5-05-01,机械化服务,TARGETS_OBJECT
5-05-01,农副产品初加工,TARGETS_OBJECT
5-05-01-01,采集,INVOLVES_ACTION
5-05-01-01,指导,INVOLVES_ACTION
5-05-01-01,推广,INVOLVES_ACTION
5-05-01-01,生产技术,TARGETS_OBJECT
5-05-01-01,农林牧渔产品,TARGETS_OBJECT
5-05-01-01,生产资料,TARGETS_OBJECT
5-05-01-01,生产现场,OPERATES_IN_ENV
5-05-01-02,搜集分析,INVOLVES_ACTION
5-05-01-02,编制,INVOLVES_ACTION
5-05-01-02,调度,INVOLVES_ACTION
5-05-01-02,农产品供求数据,TARGETS_OBJECT
5-05-01-02,生产经营方案,TARGETS_OBJECT
5-05-01-02,生产服务人员,TARGETS_OBJECT
5-05-01-02,农民专业合作社,OPERATES_IN_ENV
5-05-01-02,农业经济合作组织,OPERATES_IN_ENV
5-05-01-03,收集,INVOLVES_ACTION
5-05-01-03,指导,INVOLVES_ACTION
5-05-01-03,农业数字化解决方案,TARGETS_OBJECT
5-05-01-03,数字化农业生产机具,TARGETS_OBJECT
5-05-01-03,数字乡村建设,TARGETS_OBJECT
5-05-01-03,农业生产,OPERATES_IN_ENV
5-05-01-03,农村生活,OPERATES_IN_ENV
5-05-01-04,研判,INVOLVES_ACTION
5-05-01-04,编制,INVOLVES_ACTION
5-05-01-04,村集体财产,TARGETS_OBJECT
5-05-01-04,乡村业态,TARGETS_OBJECT
5-05-01-04,收益分配方案,TARGETS_OBJECT
5-05-01-04,农村集体经济组织,OPERATES_IN_ENV
5-05-02,预防,INVOLVES_ACTION
5-05-02,检测,INVOLVES_ACTION
5-05-02,诊断,INVOLVES_ACTION
5-05-02,治疗,INVOLVES_ACTION
5-05-02,动植物疫病,TARGETS_OBJECT
5-05-02-01,调查,INVOLVES_ACTION
5-05-02-01,检验,INVOLVES_ACTION
5-05-02-01,防控,INVOLVES_ACTION
5-05-02-01,农作物,TARGETS_OBJECT
5-05-02-01,生物灾害,TARGETS_OBJECT
5-05-02-01,农药,TARGETS_OBJECT
5-05-02-02,调查,INVOLVES_ACTION
5-05-02-02,防治,INVOLVES_ACTION
5-05-02-02,提供咨询,INVOLVES_ACTION
5-05-02-02,林业有害生物,TARGETS_OBJECT
5-05-02-02,防治器械,TARGETS_OBJECT
5-05-02-02,技术服务,TARGETS_OBJECT
5-05-02-02,林业,OPERATES_IN_ENV
5-05-02-03,预防,INVOLVES_ACTION
5-05-02-03,治疗,INVOLVES_ACTION
5-05-02-03,处置,INVOLVES_ACTION
5-05-02-03,动物疫病,TARGETS_OBJECT
5-05-02-03,疫苗,TARGETS_OBJECT
5-05-02-03,患病动物,TARGETS_OBJECT
5-05-02-03,动物饲养厩舍,OPERATES_IN_ENV
5-05-02-04,检查,INVOLVES_ACTION
5-05-02-04,出具,INVOLVES_ACTION
5-05-02-04,识别,INVOLVES_ACTION
5-05-02-04,动物,TARGETS_OBJECT
5-05-02-04,动物产品,TARGETS_OBJECT
5-05-02-04,检疫证明,TARGETS_OBJECT
5-05-02-05,诊断,INVOLVES_ACTION
5-05-02-05,预防,INVOLVES_ACTION
5-05-02-05,控制,INVOLVES_ACTION
5-05-02-05,水生生物病害,TARGETS_OBJECT
5-05-02-05,样本,TARGETS_OBJECT
5-05-02-05,设备,TARGETS_OBJECT
5-05-02-05,池塘,OPERATES_IN_ENV
5-05-02-05,生产场所,OPERATES_IN_ENV
5-05-02-06,检查,INVOLVES_ACTION
5-05-02-06,检测,INVOLVES_ACTION
5-05-02-06,诊断,INVOLVES_ACTION
5-05-02-06,水生生物,TARGETS_OBJECT
5-05-02-06,病原,TARGETS_OBJECT
5-05-02-06,检疫证明,TARGETS_OBJECT
5-05-03,建造,INVOLVES_ACTION
5-05-03,安装,INVOLVES_ACTION
5-05-03,安装,INVOLVES_ACTION
5-05-03,维修,INVOLVES_ACTION
5-05-03,农村小型能源利用设施,TARGETS_OBJECT
5-05-03,农村,OPERATES_IN_ENV
5-05-03-01,建设,INVOLVES_ACTION
5-05-03-01,安装,INVOLVES_ACTION
5-05-03-01,运行维护,INVOLVES_ACTION
5-05-03-01,沼气池,TARGETS_OBJECT
5-05-03-01,厌氧消化装置,TARGETS_OBJECT
5-05-03-01,沼气设备,TARGETS_OBJECT
5-05-03-01,户用沼气池,OPERATES_IN_ENV
5-05-03-01,沼气工程,OPERATES_IN_ENV
5-05-03-02,建造,INVOLVES_ACTION
5-05-03-02,安装,INVOLVES_ACTION
5-05-03-02,运行维护,INVOLVES_ACTION
5-05-03-02,节能设施,TARGETS_OBJECT
5-05-03-02,供热供暖系统,TARGETS_OBJECT
5-05-03-02,管网,TARGETS_OBJECT
5-05-03-02,农村,OPERATES_IN_ENV
5-05-03-03,安装,INVOLVES_ACTION
5-05-03-03,调试,INVOLVES_ACTION
5-05-03-03,维修,INVOLVES_ACTION
5-05-03-03,太阳能光热或光伏利用系统,TARGETS_OBJECT
5-05-03-04,建造,INVOLVES_ACTION
5-05-03-04,安装,INVOLVES_ACTION
5-05-03-04,维护,INVOLVES_ACTION
5-05-03-04,微型水力发电系统,TARGETS_OBJECT
5-05-03-04,蓄水池,TARGETS_OBJECT
5-05-03-04,输电线路,TARGETS_OBJECT
5-05-03-05,安装,INVOLVES_ACTION
5-05-03-05,调试,INVOLVES_ACTION
5-05-03-05,运行维护,INVOLVES_ACTION
5-05-03-05,小型风力发电系统,TARGETS_OBJECT
5-05-03-05,风光互补发电系统,TARGETS_OBJECT
5-05-04,保护,INVOLVES_ACTION
5-05-04,防控,INVOLVES_ACTION
5-05-04,收集处理,INVOLVES_ACTION
5-05-04,农产品产地环境,TARGETS_OBJECT
5-05-04,农业资源,TARGETS_OBJECT
5-05-04,农业面源污染,TARGETS_OBJECT
5-05-04,农业生产废弃物,TARGETS_OBJECT
5-05-04,生活垃圾,TARGETS_OBJECT
5-05-04,农村,OPERATES_IN_ENV
5-05-04-00,收集,INVOLVES_ACTION
5-05-04-00,监测,INVOLVES_ACTION
5-05-04-00,农村废弃物,TARGETS_OBJECT
5-05-04-00,农产品产地,TARGETS_OBJECT
5-05-04-00,污染防治设施,TARGETS_OBJECT
5-05-04-00,农村,OPERATES_IN_ENV
5-05-04-00,农田,OPERATES_IN_ENV
5-05-05,操作,INVOLVES_ACTION
5-05-05,维护,INVOLVES_ACTION
5-05-05,修理,INVOLVES_ACTION
5-05-05,农业机械,TARGETS_OBJECT
5-05-05-01,操作,INVOLVES_ACTION
5-05-05-01,检查,INVOLVES_ACTION
5-05-05-01,维护保养,INVOLVES_ACTION
5-05-05-01,农业机械,TARGETS_OBJECT
5-05-05-01,农田,TARGETS_OBJECT
5-05-05-01,作物,TARGETS_OBJECT
5-05-05-01,农田,OPERATES_IN_ENV
5-05-05-02,拆装,INVOLVES_ACTION
5-05-05-02,修理,INVOLVES_ACTION
5-05-05-02,保养,INVOLVES_ACTION
5-05-05-02,农机具,TARGETS_OBJECT
5-05-05-02,机械零部件,TARGETS_OBJECT
5-05-05-02,燃油供给系统,TARGETS_OBJECT
5-05-05-03,采集,INVOLVES_ACTION
5-05-05-03,调度,INVOLVES_ACTION
5-05-05-03,农机作业服务市场信息,TARGETS_OBJECT
5-05-05-03,农机作业服务合同,TARGETS_OBJECT
5-05-05-03,农机作业人员,TARGETS_OBJECT
5-05-06,加工,INVOLVES_ACTION
5-05-06,农副林特产品,TARGETS_OBJECT
5-05-06-01,操作,INVOLVES_ACTION
5-05-06-01,腌渍,INVOLVES_ACTION
5-05-06-01,园艺作物,TARGETS_OBJECT
5-05-06-01,加工设备,TARGETS_OBJECT
5-05-06-01,腌渍制品,TARGETS_OBJECT
5-05-06-02,操作,INVOLVES_ACTION
5-05-06-02,加工,INVOLVES_ACTION
5-05-06-02,打包,INVOLVES_ACTION
5-05-06-02,籽棉,TARGETS_OBJECT
5-05-06-02,皮棉,TARGETS_OBJECT
5-05-06-02,设备,TARGETS_OBJECT
5-05-06-03,加工,INVOLVES_ACTION
5-05-06-03,检验,INVOLVES_ACTION
5-05-06-03,维护保养,INVOLVES_ACTION
5-05-06-03,热带作物初级产品,TARGETS_OBJECT
5-05-06-03,加工设备,TARGETS_OBJECT
5-05-06-03,初级原料,TARGETS_OBJECT
5-05-06-04,操作,INVOLVES_ACTION
5-05-06-04,制取,INVOLVES_ACTION
5-05-06-04,维护保养,INVOLVES_ACTION
5-05-06-04,植物原料,TARGETS_OBJECT
5-05-06-04,提取设备,TARGETS_OBJECT
5-05-06-04,植物产品,TARGETS_OBJECT
5-05-06-05,制取,INVOLVES_ACTION
5-05-06-05,编织,INVOLVES_ACTION
5-05-06-05,制作,INVOLVES_ACTION
5-05-06-05,藤竹原料,TARGETS_OBJECT
5-05-06-05,日用品,TARGETS_OBJECT
5-05-06-05,工艺品,TARGETS_OBJECT
5-05-06-06,加工,INVOLVES_ACTION
5-05-06-06,检验,INVOLVES_ACTION
5-05-06-06,操作,INVOLVES_ACTION
5-05-06-06,昆虫产品,TARGETS_OBJECT
5-05-06-06,加工设备,TARGETS_OBJECT
5-05-06-06,检验器具,TARGETS_OBJECT
5-05-06-07,操作,INVOLVES_ACTION
5-05-06-07,加工,INVOLVES_ACTION
5-05-06-07,清洗,INVOLVES_ACTION
5-05-06-07,水产品原料,TARGETS_OBJECT
5-05-06-07,加工设备,TARGETS_OBJECT
5-05-06-07,工具,TARGETS_OBJECT
5-05-06-08,操作,INVOLVES_ACTION
5-05-06-08,加工,INVOLVES_ACTION
5-05-06-08,检验,INVOLVES_ACTION
5-05-06-08,代用茶原料,TARGETS_OBJECT
5-05-06-08,加工设备,TARGETS_OBJECT
5-05-06-08,代用茶产品,TARGETS_OBJECT
5-05-99,生产辅助,INVOLVES_ACTION
5-05-99,农林牧渔业,TARGETS_OBJECT
5-99-00,生产,INVOLVES_ACTION
5-99-00,辅助,INVOLVES_ACTION
5-99-00,农林牧渔业,TARGETS_OBJECT
6-01-01,生产,INVOLVES_ACTION
6-01-01,精制,INVOLVES_ACTION
6-01-01,加工,INVOLVES_ACTION
6-01-01,食用大米,TARGETS_OBJECT
6-01-01,面粉,TARGETS_OBJECT
6-01-01,油脂,TARGETS_OBJECT
6-01-01-01,操作,INVOLVES_ACTION
6-01-01-01,精加工,INVOLVES_ACTION
6-01-01-01,维护,INVOLVES_ACTION
6-01-01-01,粮食加工机械,TARGETS_OBJECT
6-01-01-01,原粮,TARGETS_OBJECT
6-01-01-01,成品米,TARGETS_OBJECT
6-01-01-02,操作,INVOLVES_ACTION
6-01-01-02,制成,INVOLVES_ACTION
6-01-01-02,维护,INVOLVES_ACTION
6-01-01-02,粮食加工机械,TARGETS_OBJECT
6-01-01-02,原粮,TARGETS_OBJECT
6-01-01-02,面粉,TARGETS_OBJECT
6-01-01-03,操作,INVOLVES_ACTION
6-01-01-03,制取,INVOLVES_ACTION
6-01-01-03,维护,INVOLVES_ACTION
6-01-01-03,油加工设备,TARGETS_OBJECT
6-01-01-03,植物油料,TARGETS_OBJECT
6-01-01-03,油脂,TARGETS_OBJECT
6-01-02,生产,INVOLVES_ACTION
6-01-02,加工,INVOLVES_ACTION
6-01-02,畜禽饲料,TARGETS_OBJECT
6-01-02,宠物食品,TARGETS_OBJECT
6-01-02-00,操控,INVOLVES_ACTION
6-01-02-00,生产,INVOLVES_ACTION
6-01-02-00,维护,INVOLVES_ACTION
6-01-02-00,饲料原料,TARGETS_OBJECT
6-01-02-00,饲料加工设备,TARGETS_OBJECT
6-01-02-00,成品饲料,TARGETS_OBJECT
6-01-02-00,饲料加工厂,OPERATES_IN_ENV
6-01-03,制作,INVOLVES_ACTION
6-01-03,生产,INVOLVES_ACTION
6-01-03,加工,INVOLVES_ACTION
6-01-03,食用成品糖,TARGETS_OBJECT
6-01-03,精制糖,TARGETS_OBJECT
6-01-03-00,操作,INVOLVES_ACTION
6-01-03-00,制成,INVOLVES_ACTION
6-01-03-00,制糖设备,TARGETS_OBJECT
6-01-03-00,甘蔗,TARGETS_OBJECT
6-01-03-00,甜菜,TARGETS_OBJECT
6-01-04,宰杀,INVOLVES_ACTION
6-01-04,加工,INVOLVES_ACTION
6-01-04,牲畜,TARGETS_OBJECT
6-01-04,禽类,TARGETS_OBJECT
6-01-04,肉制品,TARGETS_OBJECT
6-01-04,蛋类制品,TARGETS_OBJECT
6-01-04-01,加工,INVOLVES_ACTION
6-01-04-01,分割,INVOLVES_ACTION
6-01-04-01,消毒,INVOLVES_ACTION
6-01-04-01,畜禽肉产品,TARGETS_OBJECT
6-01-04-01,胴体,TARGETS_OBJECT
6-01-04-01,屠宰设备,TARGETS_OBJECT
6-01-04-01,生产环境,OPERATES_IN_ENV
6-01-04-02,操作,INVOLVES_ACTION
6-01-04-02,加工,INVOLVES_ACTION
6-01-04-02,测定,INVOLVES_ACTION
6-01-04-02,畜禽屠宰副产品,TARGETS_OBJECT
6-01-04-02,加工设备,TARGETS_OBJECT
6-01-04-02,质量指标,TARGETS_OBJECT
6-01-04-03,修整,INVOLVES_ACTION
6-01-04-03,操作,INVOLVES_ACTION
6-01-04-03,接种,INVOLVES_ACTION
6-01-04-03,畜禽肉,TARGETS_OBJECT
6-01-04-03,加工设备,TARGETS_OBJECT
6-01-04-03,肉制品,TARGETS_OBJECT
6-01-04-04,清洗,INVOLVES_ACTION
6-01-04-04,操作,INVOLVES_ACTION
6-01-04-04,加工,INVOLVES_ACTION
6-01-04-04,禽蛋,TARGETS_OBJECT
6-01-04-04,蛋制品,TARGETS_OBJECT
6-01-04-04,加工设备,TARGETS_OBJECT
6-01-05,加工,INVOLVES_ACTION
6-01-05,水产品,TARGETS_OBJECT
6-01-05,水产制品,TARGETS_OBJECT
6-01-05-01,腌制,INVOLVES_ACTION
6-01-05-01,加工,INVOLVES_ACTION
6-01-05-01,包装,INVOLVES_ACTION
6-01-05-01,水产品,TARGETS_OBJECT
6-01-05-01,鱼肉,TARGETS_OBJECT
6-01-05-01,鱼糜,TARGETS_OBJECT
6-01-05-01,加工场地,OPERATES_IN_ENV
6-01-05-02,操作,INVOLVES_ACTION
6-01-05-02,提炼,INVOLVES_ACTION
6-01-05-02,清洗,INVOLVES_ACTION
6-01-05-02,水产品原料,TARGETS_OBJECT
6-01-05-02,生物制品,TARGETS_OBJECT
6-01-05-02,生产设备,TARGETS_OBJECT
6-01-05-02,生产场地,OPERATES_IN_ENV
6-01-06,脱水,INVOLVES_ACTION
6-01-06,干制,INVOLVES_ACTION
6-01-06,熟制,INVOLVES_ACTION
6-01-06,冷藏,INVOLVES_ACTION
6-01-06,冷冻,INVOLVES_ACTION
6-01-06,腌制,INVOLVES_ACTION
6-01-06,坚果,TARGETS_OBJECT
6-01-06,果蔬籽,TARGETS_OBJECT
6-01-06,水果,TARGETS_OBJECT
6-01-06,蔬菜,TARGETS_OBJECT
6-01-06-00,操作,INVOLVES_ACTION
6-01-06-00,加工,INVOLVES_ACTION
6-01-06-00,维护保养,INVOLVES_ACTION
6-01-06-00,果蔬坚果类制品,TARGETS_OBJECT
6-01-06-00,加工设备,TARGETS_OBJECT
6-01-06-00,原辅料,TARGETS_OBJECT
6-01-07,加工,INVOLVES_ACTION
6-01-07,制作,INVOLVES_ACTION
6-01-07,淀粉,TARGETS_OBJECT
6-01-07,淀粉糖,TARGETS_OBJECT
6-01-07,植物蛋白,TARGETS_OBJECT
6-01-07,豆制品,TARGETS_OBJECT
6-01-07-01,操作,INVOLVES_ACTION
6-01-07-01,加工,INVOLVES_ACTION
6-01-07-01,制备,INVOLVES_ACTION
6-01-07-01,淀粉及淀粉糖,TARGETS_OBJECT
6-01-07-01,生产设备,TARGETS_OBJECT
6-01-07-01,玉米和薯类原料,TARGETS_OBJECT
6-01-07-02,操作,INVOLVES_ACTION
6-01-07-02,加工,INVOLVES_ACTION
6-01-07-02,调控,INVOLVES_ACTION
6-01-07-02,植物种子,TARGETS_OBJECT
6-01-07-02,植物蛋白产品,TARGETS_OBJECT
6-01-07-02,工艺参数,TARGETS_OBJECT
6-01-07-03,操作,INVOLVES_ACTION
6-01-07-03,加工,INVOLVES_ACTION
6-01-07-03,制作,INVOLVES_ACTION
6-01-07-03,豆类原料,TARGETS_OBJECT
6-01-07-03,豆制品,TARGETS_OBJECT
6-01-07-03,生产设备,TARGETS_OBJECT
6-01-99,加工,INVOLVES_ACTION
6-01-99,农副产品,TARGETS_OBJECT
6-02-01,加工,INVOLVES_ACTION
6-02-01,制作,INVOLVES_ACTION
6-02-01,糕点,TARGETS_OBJECT
6-02-01,面包,TARGETS_OBJECT
6-02-01,饼干,TARGETS_OBJECT
6-02-01-01,加工,INVOLVES_ACTION
6-02-01-01,制作,INVOLVES_ACTION
6-02-01-01,包装,INVOLVES_ACTION
6-02-01-01,糕点,TARGETS_OBJECT
6-02-01-01,面包,TARGETS_OBJECT
6-02-01-01,饼干,TARGETS_OBJECT
6-02-01-01,生产线,OPERATES_IN_ENV
6-02-01-02,配制,INVOLVES_ACTION
6-02-01-02,调制,INVOLVES_ACTION
6-02-01-02,制作,INVOLVES_ACTION
6-02-01-02,糖艺,TARGETS_OBJECT
6-02-01-02,巧克力,TARGETS_OBJECT
6-02-01-02,艺术蛋糕,TARGETS_OBJECT
6-02-02,加工,INVOLVES_ACTION
6-02-02,制作,INVOLVES_ACTION
6-02-02,糖果,TARGETS_OBJECT
6-02-02,巧克力,TARGETS_OBJECT
6-02-02,糖制品,TARGETS_OBJECT
6-02-02-01,操作,INVOLVES_ACTION
6-02-02-01,制成,INVOLVES_ACTION
6-02-02-01,配制,INVOLVES_ACTION
6-02-02-01,糖果,TARGETS_OBJECT
6-02-02-01,巧克力,TARGETS_OBJECT
6-02-02-01,原料,TARGETS_OBJECT
6-02-02-02,操作,INVOLVES_ACTION
6-02-02-02,加工,INVOLVES_ACTION
6-02-02-02,维护保养,INVOLVES_ACTION
6-02-02-02,果蔬坚果原料,TARGETS_OBJECT
6-02-02-02,果脯蜜饯食品,TARGETS_OBJECT
6-02-02-02,生产设备,TARGETS_OBJECT
6-02-02-02,加工场所,OPERATES_IN_ENV
6-02-03,加工,INVOLVES_ACTION
6-02-03,制作,INVOLVES_ACTION
6-02-03,方便食品,TARGETS_OBJECT
6-02-03,罐头食品,TARGETS_OBJECT
6-02-03-01,操作,INVOLVES_ACTION
6-02-03-01,制作,INVOLVES_ACTION
6-02-03-01,调控,INVOLVES_ACTION
6-02-03-01,米面主食,TARGETS_OBJECT
6-02-03-01,生产设备,TARGETS_OBJECT
6-02-03-01,调料包,TARGETS_OBJECT
6-02-03-01,烘烤房,OPERATES_IN_ENV
6-02-03-01,方便面生产线,OPERATES_IN_ENV
6-02-03-02,操作,INVOLVES_ACTION
6-02-03-02,制作,INVOLVES_ACTION
6-02-03-02,调制,INVOLVES_ACTION
6-02-03-02,冷冻食品,TARGETS_OBJECT
6-02-03-02,设备,TARGETS_OBJECT
6-02-03-02,原辅料,TARGETS_OBJECT
6-02-03-02,冷库,OPERATES_IN_ENV
6-02-03-03,操作,INVOLVES_ACTION
6-02-03-03,加工,INVOLVES_ACTION
6-02-03-03,包装,INVOLVES_ACTION
6-02-03-03,农副产品,TARGETS_OBJECT
6-02-03-03,罐头食品,TARGETS_OBJECT
6-02-03-03,加工设备,TARGETS_OBJECT
6-02-04,加工,INVOLVES_ACTION
6-02-04,评判,INVOLVES_ACTION
6-02-04,原料乳,TARGETS_OBJECT
6-02-04,标准化物料,TARGETS_OBJECT
6-02-04,乳品质量,TARGETS_OBJECT
6-02-04-01,操作,INVOLVES_ACTION
6-02-04-01,加工,INVOLVES_ACTION
6-02-04-01,清洗,INVOLVES_ACTION
6-02-04-01,乳制品加工设备,TARGETS_OBJECT
6-02-04-01,原料乳,TARGETS_OBJECT
6-02-04-01,乳制品,TARGETS_OBJECT
6-02-04-02,评鉴,INVOLVES_ACTION
6-02-04-02,评价,INVOLVES_ACTION
6-02-04-02,分析,INVOLVES_ACTION
6-02-04-02,乳制品,TARGETS_OBJECT
6-02-04-02,原料乳,TARGETS_OBJECT
6-02-04-02,感官质量,TARGETS_OBJECT
6-02-05,加工,INVOLVES_ACTION
6-02-05,制作,INVOLVES_ACTION
6-02-05,调味品,TARGETS_OBJECT
6-02-05,食品添加剂,TARGETS_OBJECT
6-02-05-01,操作,INVOLVES_ACTION
6-02-05-01,控制,INVOLVES_ACTION
6-02-05-01,制备,INVOLVES_ACTION
6-02-05-01,发酵设备,TARGETS_OBJECT
6-02-05-01,原料,TARGETS_OBJECT
6-02-05-01,味精,TARGETS_OBJECT
6-02-05-02,操作,INVOLVES_ACTION
6-02-05-02,制作,INVOLVES_ACTION
6-02-05-02,清理,INVOLVES_ACTION
6-02-05-02,酿造设备,TARGETS_OBJECT
6-02-05-02,酱油和酱类制品,TARGETS_OBJECT
6-02-05-02,原料,TARGETS_OBJECT
6-02-05-03,操作,INVOLVES_ACTION
6-02-05-03,制取,INVOLVES_ACTION
6-02-05-03,维护保养,INVOLVES_ACTION
6-02-05-03,食醋,TARGETS_OBJECT
6-02-05-03,酿造设备,TARGETS_OBJECT
6-02-05-03,原料,TARGETS_OBJECT
6-02-05-04,操作,INVOLVES_ACTION
6-02-05-04,加工,INVOLVES_ACTION
6-02-05-04,检测,INVOLVES_ACTION
6-02-05-04,精制盐,TARGETS_OBJECT
6-02-05-04,原盐,TARGETS_OBJECT
6-02-05-04,设备,TARGETS_OBJECT
6-02-05-05,操作,INVOLVES_ACTION
6-02-05-05,制备,INVOLVES_ACTION
6-02-05-05,控制,INVOLVES_ACTION
6-02-05-05,酶制剂,TARGETS_OBJECT
6-02-05-05,发酵设备,TARGETS_OBJECT
6-02-05-05,原料,TARGETS_OBJECT
6-02-05-06,操作,INVOLVES_ACTION
6-02-05-06,制备,INVOLVES_ACTION
6-02-05-06,控制,INVOLVES_ACTION
6-02-05-06,发酵设备,TARGETS_OBJECT
6-02-05-06,原料,TARGETS_OBJECT
6-02-05-06,柠檬酸产品,TARGETS_OBJECT
6-02-05-07,评价,INVOLVES_ACTION
6-02-05-07,采样,INVOLVES_ACTION
6-02-05-07,分析,INVOLVES_ACTION
6-02-05-07,调味品,TARGETS_OBJECT
6-02-05-07,感官质量,TARGETS_OBJECT
6-02-05-07,配料及工艺,TARGETS_OBJECT
6-02-05-07,实验室,OPERATES_IN_ENV
6-02-05-08,操作,INVOLVES_ACTION
6-02-05-08,腌制,INVOLVES_ACTION
6-02-05-08,包装,INVOLVES_ACTION
6-02-05-08,蔬菜,TARGETS_OBJECT
6-02-05-08,酱腌菜,TARGETS_OBJECT
6-02-05-08,设备,TARGETS_OBJECT
6-02-06,酿造,INVOLVES_ACTION
6-02-06,制作,INVOLVES_ACTION
6-02-06,加工,INVOLVES_ACTION
6-02-06,品评,INVOLVES_ACTION
6-02-06,酒类,TARGETS_OBJECT
6-02-06,饮料,TARGETS_OBJECT
6-02-06,茶叶,TARGETS_OBJECT
6-02-06-01,选用,INVOLVES_ACTION
6-02-06-01,操作,INVOLVES_ACTION
6-02-06-01,开发,INVOLVES_ACTION
6-02-06-01,酿酒原料,TARGETS_OBJECT
6-02-06-01,酿酒设备,TARGETS_OBJECT
6-02-06-01,酒类新产品,TARGETS_OBJECT
6-02-06-02,操作,INVOLVES_ACTION
6-02-06-02,酿造,INVOLVES_ACTION
6-02-06-02,分离,INVOLVES_ACTION
6-02-06-02,酿造设备,TARGETS_OBJECT
6-02-06-02,物料,TARGETS_OBJECT
6-02-06-02,酒精,TARGETS_OBJECT
6-02-06-03,酿制,INVOLVES_ACTION
6-02-06-03,发酵,INVOLVES_ACTION
6-02-06-03,蒸馏,INVOLVES_ACTION
6-02-06-03,白酒,TARGETS_OBJECT
6-02-06-03,粮谷,TARGETS_OBJECT
6-02-06-03,发酵剂,TARGETS_OBJECT
6-02-06-03,酒窖,OPERATES_IN_ENV
6-02-06-03,酒池,OPERATES_IN_ENV
6-02-06-03,酒缸,OPERATES_IN_ENV
6-02-06-04,操作,INVOLVES_ACTION
6-02-06-04,酿制,INVOLVES_ACTION
6-02-06-04,清洗,INVOLVES_ACTION
6-02-06-04,酿造设备,TARGETS_OBJECT
6-02-06-04,啤酒原辅料,TARGETS_OBJECT
6-02-06-04,啤酒,TARGETS_OBJECT
6-02-06-05,酿造,INVOLVES_ACTION
6-02-06-05,筛选,INVOLVES_ACTION
6-02-06-05,操作,INVOLVES_ACTION
6-02-06-05,黄酒,TARGETS_OBJECT
6-02-06-05,微生物,TARGETS_OBJECT
6-02-06-05,谷物,TARGETS_OBJECT
6-02-06-06,酿造,INVOLVES_ACTION
6-02-06-06,操作,INVOLVES_ACTION
6-02-06-06,调配,INVOLVES_ACTION
6-02-06-06,果露酒,TARGETS_OBJECT
6-02-06-06,原辅材料,TARGETS_OBJECT
6-02-06-06,设备,TARGETS_OBJECT
6-02-06-07,品评,INVOLVES_ACTION
6-02-06-07,监控,INVOLVES_ACTION
6-02-06-07,鉴定,INVOLVES_ACTION
6-02-06-07,酒体质量,TARGETS_OBJECT
6-02-06-07,酿造工艺,TARGETS_OBJECT
6-02-06-07,酒类产品,TARGETS_OBJECT
6-02-06-08,操作,INVOLVES_ACTION
6-02-06-08,加工,INVOLVES_ACTION
6-02-06-08,控制,INVOLVES_ACTION
6-02-06-08,大麦,TARGETS_OBJECT
6-02-06-08,麦芽产品,TARGETS_OBJECT
6-02-06-08,专用设备,TARGETS_OBJECT
6-02-06-09,操作,INVOLVES_ACTION
6-02-06-09,制作,INVOLVES_ACTION
6-02-06-09,检查,INVOLVES_ACTION
6-02-06-09,清洗,INVOLVES_ACTION
6-02-06-09,设备,TARGETS_OBJECT
6-02-06-09,饮料,TARGETS_OBJECT
6-02-06-09,原辅料,TARGETS_OBJECT
6-02-06-10,操作,INVOLVES_ACTION
6-02-06-10,加工,INVOLVES_ACTION
6-02-06-10,检验,INVOLVES_ACTION
6-02-06-10,制茶设备,TARGETS_OBJECT
6-02-06-10,茶鲜叶,TARGETS_OBJECT
6-02-06-10,茶叶,TARGETS_OBJECT
6-02-06-11,评定,INVOLVES_ACTION
6-02-06-11,分析,INVOLVES_ACTION
6-02-06-11,鉴定,INVOLVES_ACTION
6-02-06-11,茶叶品质,TARGETS_OBJECT
6-02-06-11,茶叶等级,TARGETS_OBJECT
6-02-06-11,茶叶外形,TARGETS_OBJECT
6-02-06-12,分析,INVOLVES_ACTION
6-02-06-12,评判,INVOLVES_ACTION
6-02-06-12,酒体配比方案,TARGETS_OBJECT
6-02-06-12,原酒,TARGETS_OBJECT
6-02-06-12,调味酒,TARGETS_OBJECT
6-02-06-13,操作,INVOLVES_ACTION
6-02-06-13,检测,INVOLVES_ACTION
6-02-06-13,维护,INVOLVES_ACTION
6-02-06-13,咖啡鲜果,TARGETS_OBJECT
6-02-06-13,咖啡生豆,TARGETS_OBJECT
6-02-06-13,咖啡熟豆,TARGETS_OBJECT
6-02-99,生产,INVOLVES_ACTION
6-02-99,加工,INVOLVES_ACTION
6-02-99,食品,TARGETS_OBJECT
6-02-99,饮料,TARGETS_OBJECT
6-03-01,调制,INVOLVES_ACTION
6-03-01,分级,INVOLVES_ACTION
6-03-01,烟叶,TARGETS_OBJECT
6-03-01-01,调制,INVOLVES_ACTION
6-03-01-01,加工,INVOLVES_ACTION
6-03-01-01,操作,INVOLVES_ACTION
6-03-01-01,原料烟叶,TARGETS_OBJECT
6-03-01-01,烤晾房设施,TARGETS_OBJECT
6-03-01-01,温湿度控制设备,TARGETS_OBJECT
6-03-01-01,烤房,OPERATES_IN_ENV
